Transaction_ID,Account_Number,Security_ID,Trade_Date,Settlement_Date,Quantity,Price,Trade_Amount,Status,Currency_Code
TRX0002493,1277826289,SEC00067,10/31/2024,11/2/2024,733,188.17,137928.61,Settled,CAD
TRX0002494,9673413748,SEC00046,9/12/2024,,539,453.2,244274.8,Settled,CAD
TRX0002495,9191921473,SEC00125,7/31/2025,8/2/2025,4464,252.36,1126535.04,Settled,CLP
TRX0002496,7580564091,SEC00178,7/12/2025,7/14/2025,4437,110.75,491397.75,Pending,ARS
TRX0002497,3665631557,SEC00038,2/7/2025,2/8/2025,445,134.8,59986,Settled,COP
TRX0002498,8762102480,SEC_BAD_5143,4/15/2025,4/17/2025,4365,107.13,467622.45,Failed,US
TRX0002499,8311657352,SEC00029,1/26/2025,1/28/2025,224,290.33,65033.92,Settled,BRL
TRX0002500,4266101208,SEC00154,1/15/2025,1/17/2025,1216,474.34,576797.44,Settled,INR
TRX0002501,3424259616,SEC00049,4/25/2025,4/27/2025,1524,1.22,1859.28,Settled,INR
TRX0002502,7679101165,SEC00043,10/18/2024,10/20/2024,4981,404.72,2015910.32,Settled,GBP
TRX0002503,0957683750,SEC00051,5/7/2025,5/8/2025,1161,244.86,284282.46,Settled,ARS
TRX0002504,4486448117,SEC00090,5/26/2025,5/28/2025,195,103.57,20196.15,Settled,CAD
TRX0002505,0321230713,SEC00169,12/15/2024,12/17/2024,3787,209.26,792467.62,Settled,BRL
TRX0002506,1649906505,SEC00107,9/13/2024,9/15/2024,897,281.51,252514.47,Settled,AUD
TRX0002507,4985773553,SEC00078,5/23/2025,5/25/2025,1329,349.53,464525.37,Settled,AED
TRX0002508,4007225147,SEC00112,7/2/2025,7/3/2025,3076,353.98,1088842.48,Settled,COP
TRX0002509,0535027729,SEC00153,6/8/2025,6/9/2025,4210,37.94,159727.4,Settled,GBP
TRX0002510,3886605613,SEC00002,10/5/2024,10/7/2024,2321,381.55,885577.55,Settled,SGD
TRX0002511,5410656411,SEC00144,1/12/2025,1/14/2025,4418,125.42,554105.56,Settled,JPY
TRX0002512,9191921473,SEC00086,7/8/2025,7/10/2025,2576,201.14,518136.64,Settled,CLP
TRX0002513,0545022332,SEC00164,12/30/2024,1/1/2025,1238,169.49,209828.62,Settled,ZAR
TRX0002514,8384081591,SEC00015,1/4/2025,1/5/2025,4894,195.09,954770.46,Settled,MXN
TRX0002515,9038741530,SEC00116,9/25/2024,,196,491.1,96255.6,Settled,COP
TRX0002516,6442714264,SEC00178,8/5/2025,8/7/2025,1579,153.97,243118.63,Settled,AUD
TRX0002517,0319342783,SEC00138,12/11/2024,12/13/2024,2054,457.12,938924.48,Settled,AUD
TRX0002518,2250921798,SEC00058,10/22/2024,10/24/2024,4832,122.43,591581.76,Settled,USD
TRX0002519,2250921798,SEC00071,6/27/2025,6/29/2025,2122,146.44,310745.68,Settled,USD
TRX0002520,5384839942,SEC00033,12/2/2024,12/4/2024,1186,302.25,358468.5,Settled,ARS
TRX0002521,7679101165,SEC00169,2/19/2025,2/21/2025,940,372.34,349999.6,Settled,GBP
TRX0002522,5786869262,SEC00094,9/28/2024,,3192,422.25,1347822,Pending,AUD
TRX0002523,0236281353,SEC00038,2/18/2025,,3014,93.38,281447.32,Settled,EUR
TRX0002524,2895425571,SEC00009,8/2/2025,8/3/2025,1426,63.77,90936.02,Settled,JPY
TRX0003528,9656872032,SEC00164,1/1/2025,1/2/2025,2731,174.48,476504.88,Settled,CLP
TRX0002526,9137762363,SEC00052,10/4/2024,10/6/2024,2331,212.58,495523.98,Settled,JPY
TRX0002527,0275623466,SEC00122,4/12/2025,,4077,286.92,1169772.84,Settled,USD
TRX0002528,9550762049,SEC00177,4/23/2025,4/25/2025,1778,302.9,538556.2,Settled,ZAR
TRX0002529,9821733085,SEC00013,3/16/2025,3/18/2025,1058,66.92,70801.36,Pending,MXN
TRX0002530,4540487387,SEC00131,9/21/2024,9/23/2024,3122,499.53,1559532.66,Settled,BRL
TRX0002531,6364630839,SEC00002,10/11/2024,10/13/2024,4243,254.95,1081752.85,Settled,CAD
TRX0002532,6181663846,SEC00116,11/15/2024,11/16/2024,2087,263.47,549861.89,Settled,ARS
TRX0002533,1431374480,SEC00113,7/4/2025,7/6/2025,2902,2.51,7284.02,Settled,USD
TRX0002534,7222657398,SEC00029,2/1/2025,2/3/2025,966,444.41,429300.06,Settled,USD
TRX0002535,3481367606,SEC00119,10/3/2024,10/5/2024,4226,4.8,20284.8,Settled,GBP
TRX0002536,5999185367,SEC00129,5/7/2025,5/9/2025,4656,464.84,2164295.04,Settled,BRL
TRX0002537,2259415355,SEC00065,12/18/2024,12/19/2024,3583,487.87,1748038.21,Settled,INR
TRX0002538,9880739888,SEC00079,9/7/2025,9/9/2025,4761,419.16,1995620.76,Settled,EUR
TRX0002539,3665631557,SEC00064,9/22/2024,9/24/2024,2823,414.41,1169879.43,Settled,COP
TRX0002540,3114464700,SEC00063,1/26/2025,1/28/2025,2461,371.52,914310.72,Settled,CLP
TRX0002541,5116697037,SEC00166,3/29/2025,3/31/2025,3401,330,1122330,Settled,SGD
TRX0002542,2388906871,SEC00012,8/5/2025,8/6/2025,3547,270.82,960598.54,Settled,BRL
TRX0002543,9191921473,SEC00057,6/23/2025,6/25/2025,3398,110.26,374663.48,Settled,CLP
TRX0002544,8434939761,SEC00022,1/22/2025,1/24/2025,2175,493.71,1073819.25,Settled,ARS
TRX0002545,9673413748,SEC00083,7/2/2025,7/4/2025,98,123.01,12054.98,Settled,CAD
TRX0002546,2186894135,SEC00007,8/3/2025,8/5/2025,3879,128.27,497559.33,Settled,AED
TRX0002547,0236281353,SEC00148,4/5/2025,4/7/2025,75,307.53,23064.75,Settled,EUR
TRX0002548,9179156775,SEC00158,8/8/2025,8/9/2025,4085,154.8,632358,Settled,JPY
TRX0002549,4629486200,SEC00060,7/21/2025,7/23/2025,3007,97.44,293002.08,Failed,BRL
TRX0002550,8501617122,SEC00024,7/21/2025,7/23/2025,4667,284.34,1327014.78,Pending,AUD
TRX0002551,4287142271,SEC00001,4/16/2025,4/18/2025,2203,198.86,438088.58,Settled,ARS
TRX0002552,9482461287,SEC00014,5/26/2025,,4024,77.26,310894.24,Settled,EUR
TRX0002553,5125343460,SEC00031,9/1/2025,9/3/2025,2924,101.28,296142.72,Settled,USD
TRX0002554,0418881727,SEC00172,3/11/2025,3/13/2025,3359,134.23,450878.57,Settled,AUD
TRX0002555,4147727879,SEC00007,6/15/2025,6/17/2025,116,259.61,30114.76,Settled,JPY
TRX0002556,1793028198,SEC00114,4/21/2025,4/23/2025,4828,42.7,206155.6,Settled,EUR
TRX0002557,8269772884,SEC00006,6/3/2025,6/5/2025,3305,212.48,702246.4,Settled,ZAR
TRX0002558,7895169156,SEC00008,12/17/2024,12/19/2024,2192,56.61,124089.12,Settled,USD
TRX0002559,7575030988,SEC00164,6/25/2025,6/27/2025,4552,2.97,13519.44,Settled,EUR
TRX0002560,8558277529,SEC00063,4/28/2025,4/30/2025,931,149.56,139240.36,Settled,GBP
TRX0002561,1637844022,SEC00010,9/10/2025,9/12/2025,1180,459.07,541702.6,Pending,ARS
TRX0002562,7669456980,SEC_BAD_5947,2/12/2025,2/14/2025,2719,494.68,1345034.92,Failed,EUR
TRX0002563,1052956184,SEC00107,4/25/2025,4/27/2025,3472,424.07,1472371.04,Settled,EUR
TRX0002564,4282841775,SEC00138,10/12/2024,10/14/2024,4589,238.42,1094109.38,Settled,EUR
TRX0002565,8695986758,SEC00105,8/4/2025,8/5/2025,1455,186.67,271604.85,Settled,ARS
TRX0002566,6476100912,SEC00154,7/18/2025,7/20/2025,2635,198.63,523390.05,Pending,GBP
TRX0002567,1582334592,SEC00108,8/17/2025,8/19/2025,4866,9.08,44183.28,Settled,EUR
TRX0002568,5916093274,SEC00033,6/11/2025,6/12/2025,1255,192.56,241662.8,Settled,CAD
TRX0002569,6439813326,SEC00126,1/5/2025,1/7/2025,2340,118.67,277687.8,Settled,AUD
TRX0002570,9550762049,SEC00043,9/16/2024,9/17/2024,3836,199.44,765051.84,Settled,ZAR
TRX0002571,4282841775,SEC00034,3/10/2025,3/12/2025,2420,99.29,240281.8,Settled,EUR
TRX0002572,8660368846,SEC00034,11/16/2024,11/18/2024,4870,398.08,1938649.6,Settled,CLP
TRX0002573,07532956617,SEC00032,7/5/2025,7/7/2025,1307,65.19,85203.33,Settled,AUD
TRX0002574,9167685800,SEC00028,12/24/2024,12/26/2024,4967,127.36,632597.12,Settled,ZAR
TRX0002575,6067701767,SEC00148,12/25/2024,12/27/2024,4750,450.32,2139020,Settled,ZAR
TRX0002576,2635454737,SEC00100,1/7/2025,1/9/2025,1721,330.59,568945.39,Pending,CAD
TRX0002577,07532956617,SEC_BAD_8975,11/17/2024,11/19/2024,1830,86.35,158020.5,Settled,AUD
TRX0002578,2107797516,SEC00079,7/18/2025,7/19/2025,3875,292.26,1132507.5,Settled,INR
TRX0002579,5983766493,SEC00132,1/19/2025,1/20/2025,87,275.14,23937.18,Settled,BRL
TRX0002580,3467086399,SEC00136,12/1/2024,12/3/2024,814,459.67,374171.38,Settled,COP
TRX0002581,8311657352,SEC00075,5/25/2025,5/27/2025,308,297.67,91682.36,Settled,BRL
TRX0002582,0134587319,SEC00149,12/25/2024,12/26/2024,4532,10.56,47857.92,Settled,SGD
TRX0002583,1052956184,SEC00145,1/2/2025,1/4/2025,4480,481.11,2155372.8,Settled,EUR
TRX0002584,70623991775,SEC00172,10/22/2024,10/24/2024,548,348.11,190764.28,Settled,INR
TRX0002585,8808246308,SEC00080,1/15/2025,1/16/2025,1235,174.82,215902.7,Settled,JPY
TRX0002586,2585512452,SEC00133,5/21/2025,5/22/2025,353,478.47,168899.91,Settled,JPY
TRX0002587,8187875277,SEC00151,8/15/2025,8/17/2025,4069,386.69,1573441.61,Settled,CAD
TRX0002588,7477473151,SEC00095,12/9/2024,12/10/2024,1463,197.65,289161.95,Settled,JPY
TRX0002589,5786869262,SEC00022,4/3/2025,4/5/2025,3386,107.97,365586.42,Settled,AUD
TRX0002590,0012089444,SEC00048,8/16/2025,8/18/2025,803,459.91,369307.73,Settled,CLP
TRX0002591,0262195478,SEC00062,2/2/2025,2/4/2025,4592,421.59,1935941.28,Settled,CAD
TRX0002592,1450066352,SEC00176,1/12/2025,1/14/2025,1136,96.83,109998.88,Settled,BRL
TRX0002593,6216507956,SEC00085,4/29/2025,5/1/2025,4196,415.89,1745074.44,Settled,EUR
TRX0002594,3424259616,SEC00025,12/18/2024,12/20/2024,4672,257.74,1204161.28,Settled,INR
TRX0002595,4564215158,SEC00171,2/2/2025,2/3/2025,2003,339.07,679157.21,Settled,COP
TRX0002596,0535027729,SEC00084,2/12/2025,2/14/2025,3692,388.55,1434526.6,Settled,GBP
TRX0002597,1052956184,SEC00148,2/7/2025,2/9/2025,2546,216.14,550292.44,Settled,EUR
TRX0002598,4597255833,SEC00076,10/29/2024,10/31/2024,4860,287.19,1395743.4,Settled,CLP
TRX0002599,3124340837,SEC00163,11/19/2024,11/21/2024,4039,214.76,867415.64,Settled,EUR
TRX0002600,0087222265,SEC00135,10/6/2024,10/8/2024,2275,236.78,538674.5,Settled,CAD
TRX0002601,0558590757,SEC00048,12/12/2024,12/13/2024,4489,380.4,1707615.6,Settled,INR
TRX0002602,6181663846,SEC00104,1/25/2025,1/27/2025,3958,60.2,238271.6,Settled,ARS
TRX0002603,7593586857,SEC00179,8/26/2025,,4670,384.17,-1794073.9,Settled,INR
TRX0002604,9559473277,SEC00016,7/6/2025,7/7/2025,973,71.82,69880.86,Settled,ARS
TRX0002605,9449587068,SEC00164,9/28/2024,9/30/2024,1891,339.01,641067.91,Settled,CLP
TRX0002606,9942717513,SEC00149,9/15/2024,9/17/2024,3888,220.92,858936.96,Settled,EUR
TRX0002607,0275623466,SEC00025,3/24/2025,3/26/2025,2890,341.74,987628.6,Settled,USD
TRX0002608,1212806224,SEC00098,6/4/2025,6/5/2025,319,304.02,96982.38,Failed,COP
TRX0002609,1286174002,SEC00123,8/28/2025,,1490,317.58,473194.2,Settled,SGD
TRX0002610,8855519259,SEC00028,2/19/2025,,361,446.5,161186.5,Settled,EUR
TRX0002611,8495500653,SEC00025,6/1/2025,6/2/2025,3490,393.27,1372512.3,Settled,MXN
TRX0002612,3029967115,SEC00125,4/2/2025,4/4/2025,3184,249.47,794312.48,Settled,CAD
TRX0002613,6618860954,SEC00001,1/9/2025,1/11/2025,1327,362.69,481289.63,Settled,CLP
TRX0002614,3961121170,SEC00092,12/1/2024,12/3/2024,4083,168.51,688026.33,Settled,EUR
TRX0002615,5686824922,SEC00118,7/24/2025,7/25/2025,3489,228.55,797410.95,Settled,CLP
TRX0002616,7098573900,SEC00087,9/14/2025,4/23/2025,661,496.17,327968.37,Settled,USD
TRX0002617,8186619211,SEC00133,2/14/2025,2/16/2025,1116,148.18,165368.88,Settled,INR
TRX0002618,6439813326,SEC00033,10/24/2024,10/26/2024,899,98.77,88794.23,Settled,AUD
TRX0002619,9167685800,SEC00064,7/29/2025,7/30/2025,1464,474.48,694638.72,Settled,ZAR
TRX0002620,4287142271,SEC00165,3/8/2025,3/9/2025,3024,214.68,649192.32,Settled,ARS
TRX0002621,9420341057,SEC00014,3/13/2025,3/14/2025,2595,424.28,1101006.6,Failed,CLP
TRX0002622,1165354259,SEC00008,5/24/2025,5/26/2025,1023,436.77,446815.71,Settled,USD
TRX0002623,8137502141,SEC00092,3/6/2025,,3668,255.72,937980.96,Settled,MXN
TRX0002624,3255380450,SEC00142,10/7/2024,10/9/2024,410,56.47,23152.7,Failed,SGD
TRX0002625,0796492088,SEC00066,3/2/2025,3/4/2025,1984,423.71,840640.64,Settled,MXN
TRX0002626,4493797887,SEC00074,6/17/2025,6/19/2025,1403,335.16,470229.48,Settled,EUR
TRX0002627,3528536860,SEC00145,11/17/2024,11/19/2024,2904,275.6,800342.4,Settled,INR
TRX0002628,8495500653,SEC00011,5/5/2025,5/7/2025,978,218.06,213262.68,Settled,MXN
TRX0002629,1157124795,SEC00022,3/12/2025,3/14/2025,1708,148.58,253774.64,Settled,MXN
TRX0002630,0505551351,SEC00035,3/16/2025,3/17/2025,15,282.39,4235.85,Failed,CLP
TRX0002631,9527137831,SEC00145,11/14/2024,11/16/2024,3553,85.56,303994.68,Settled,AUD
TRX0002632,6992591729,SEC00121,9/7/2025,,99,306.32,30325.68,Settled,USD
TRX0002633,9940422034,SEC00176,6/22/2025,6/23/2025,2404,18.61,44738.44,Pending,MXN
TRX0002634,8855519259,SEC00153,5/28/2025,,2678,232.27,622019.06,Pending,EUR
TRX0002635,5777959399,SEC00054,1/21/2025,1/23/2025,147,189.82,27903.54,Settled,EUR
TRX0002636,9294184840,SEC00151,8/21/2025,8/22/2025,2917,409.46,1194394.82,Settled,ARS
TRX0002637,4384115669,SEC00091,6/21/2025,6/23/2025,549,417.93,229443.57,Settled,BRL
TRX0002638,9238857784,SEC00153,2/14/2025,2/16/2025,216,133.34,28801.44,Settled,BRL
TRX0002639,70623991775,SEC00083,5/18/2025,5/20/2025,4205,233.52,981951.6,Settled,INR
TRX0002640,8375734060,SEC00124,7/15/2025,7/17/2025,3338,450.33,-1503201.54,Pending,USD
TRX0002641,6364630839,SEC00077,11/18/2024,11/20/2024,1930,411.83,794831.9,Settled,CAD
TRX0002642,6068941037,SEC00129,10/23/2024,10/25/2024,1471,215.36,316794.56,Failed,ZAR
TRX0002643,3029967115,SEC00146,11/7/2024,11/9/2024,3981,151.84,604475.04,Settled,CAD
TRX0002644,2107797516,SEC00082,7/26/2025,7/28/2025,2928,168.31,492811.68,Settled,INR
TRX0002645,4798701236,SEC00179,10/19/2024,10/20/2024,2383,242.9,578830.7,Settled,ARS
TRX0002646,6476100912,SEC00138,6/24/2025,6/26/2025,3110,125.65,390771.5,Settled,GBP
TRX0002647,9038741530,SEC00124,3/17/2025,3/18/2025,4345,69.44,301716.8,Settled,COP
TRX0002648,8403425025,SEC00003,7/14/2025,,877,408.33,358105.41,Settled,COP
TRX0002649,9645123522,SEC00018,8/16/2025,8/18/2025,4843,280.02,1356136.86,Settled,AUD
TRX0002650,0321230713,SEC00143,11/21/2024,,1532,434.27,665301.64,Settled,BRL
TRX0002651,5456739254,SEC00069,7/2/2025,7/4/2025,1248,31.62,39461.76,Settled,GBP
TRX0002652,0552102019,SEC00082,3/23/2025,3/25/2025,2922,147.27,430322.94,Settled,SGD
TRX0002653,1114217757,SEC00030,4/30/2025,5/2/2025,4678,293.05,1370887.9,Settled,CLP
TRX0002654,2585512452,SEC00029,9/26/2024,9/28/2024,3513,36.75,129102.75,Settled,JPY
TRX0002655,4597255833,SEC00139,9/17/2024,9/19/2024,3633,178.17,647291.61,Settled,CLP
TRX0002656,8558277529,SEC00042,9/7/2025,9/9/2025,522,215.59,112537.98,Settled,GBP
TRX0002657,8925395882,SEC00138,11/23/2024,11/25/2024,3245,263.67,855609.15,Settled,AUD
TRX0002658,8137502141,SEC00044,2/17/2025,2/18/2025,2302,157.13,361713.26,Settled,MXN
TRX0002659,9656872032,SEC00119,5/19/2025,5/21/2025,424,173.16,73419.84,Settled,CLP
TRX0002660,0271747066,SEC00178,5/29/2025,5/31/2025,4724,387.95,1832675.8,Settled,INR
TRX0002661,1052956184,SEC00040,5/1/2025,5/3/2025,3867,108.01,417674.67,Settled,EUR
TRX0002662,9191921473,SEC00103,5/27/2025,5/29/2025,3829,253.71,971455.59,Failed,CLP
TRX0002663,5410656411,SEC00094,2/24/2025,2/26/2025,671,362.56,243277.76,Settled,JPY
TRX0002664,1387882217,SEC00129,8/5/2025,8/7/2025,1215,343.48,417328.2,Settled,AED
TRX0002665,0087222265,SEC00146,5/16/2025,5/18/2025,2667,381.43,1017273.81,Settled,CAD
TRX0002666,9449587068,SEC00105,12/30/2024,1/1/2025,2009,134.54,270290.86,Settled,CLP
TRX0002667,3124340837,SEC00077,9/24/2024,9/26/2024,1037,486.6,504604.2,Pending,EUR
TRX0002668,8796751217,SEC00040,2/24/2025,2/26/2025,3151,131.46,414230.46,Settled,JPY
TRX0002669,9191921473,SEC00163,9/10/2025,9/12/2025,254,248.51,63121.54,Settled,CLP
TRX0002670,1450066352,SEC00140,1/12/2025,1/13/2025,4714,428.64,2020608.96,Pending,BRL
TRX0002671,4486536641,SEC00058,6/19/2025,6/20/2025,1868,115.66,216052.88,Settled,CLP
TRX0002672,9238857784,SEC00076,3/21/2025,3/22/2025,713,31.14,22202.82,Settled,BRL
TRX0002673,5916093274,SEC00072,12/27/2024,12/29/2024,3709,232.46,862194.14,Settled,CAD
TRX0002674,3198597434,SEC00124,5/19/2025,,1775,380.84,675991,Settled,CLP
TRX0002675,9491210062,SEC00005,9/20/2024,9/22/2024,4640,156.9,728016,Settled,GBP
TRX0002676,5823297184,SEC00175,2/6/2025,2/8/2025,4854,34.04,165230.16,Settled,COP
TRX0002677,6530528735,SEC00120,4/22/2025,4/23/2025,119,464.65,55293.35,Settled,MXN
TRX0002678,1783807591,SEC00122,2/5/2025,2/7/2025,2980,326.46,972850.8,Settled,MXN
TRX0002679,9079551984,SEC00166,10/25/2024,10/27/2024,4821,308.92,1489303.32,Settled,JPY
TRX0002680,9527137831,SEC00132,9/20/2025,10/21/2024,6,326.79,1960.74,Pending,AUD
TRX0002681,9527137831,SEC00154,3/1/2025,3/3/2025,1844,91.89,169445.16,Failed,AUD
TRX0002682,5110621371,SEC00018,8/13/2025,8/14/2025,4083,129.67,529442.61,Settled,BRL
TRX0002683,1669540043,SEC00060,6/26/2025,6/27/2025,509,195.13,99321.17,Settled,AUD
TRX0002684,8206576626,SEC00012,10/8/2025,10/28/2024,3131,189.06,591946.86,Settled,AED
TRX0002685,8660368846,SEC00098,8/13/2025,8/15/2025,1330,237.73,316180.9,Pending,CLP
TRX0002686,1450066352,SEC00163,2/24/2025,,1436,480.42,689883.12,Settled,BRL
TRX0002687,9880739888,SEC00162,7/7/2025,7/9/2025,1288,192.34,247733.92,Settled,EUR
TRX0002688,0321230713,SEC00075,8/20/2025,8/22/2025,2602,461.58,1201031.16,Settled,BRL
TRX0002689,9527137831,SEC00090,10/16/2024,10/18/2024,4738,246.45,1167680.1,Settled,AUD
TRX0002690,9167007335,SEC00132,1/13/2025,1/15/2025,1091,481.63,525458.33,Pending,SGD
TRX0002691,5798750072,SEC00138,6/29/2025,7/1/2025,2681,257.11,689311.91,Pending,USD
TRX0002692,2343829484,SEC00132,7/10/2025,7/12/2025,3014,276,831864,Settled,GBP
TRX0002693,0558590757,SEC00132,6/21/2025,6/23/2025,4564,304.42,1389372.88,Settled,INR
TRX0002694,6368750560,SEC00063,5/28/2025,5/30/2025,2255,266.2,600281,Settled,GBP
TRX0002695,6784157976,SEC00139,10/7/2024,10/9/2024,1689,76.36,128972.04,Settled,USD
TRX0002696,4009850939,SEC00087,5/29/2025,5/31/2025,1661,499.44,829569.84,Settled,ZAR
TRX0002697,8561035185,SEC00083,2/4/2025,2/6/2025,4480,357.82,1603033.6,Settled,JPY
TRX0002698,5700289392,SEC00178,3/25/2025,3/26/2025,904,414.16,374400.64,Settled,ARS
TRX0002699,1076970110,SEC00121,10/23/2024,10/25/2024,3819,454.62,1736193.78,Failed,ARS
TRX0002700,0418881727,SEC00170,4/9/2025,4/10/2025,205,484.31,99283.55,Settled,AUD
TRX0002701,8126851882,SEC00018,1/12/2025,1/13/2025,600,324.1,194460,Settled,EUR
TRX0002702,4145255693,SEC00065,9/25/2024,9/27/2024,4420,426.61,1885616.2,Settled,EUR
TRX0002703,7575030988,SEC00127,6/24/2025,,1443,285.93,412596.99,Settled,EUR
TRX0002704,9167007335,SEC00044,8/31/2025,9/2/2025,2018,343.42,693021.56,Settled,SGD
TRX0002705,3187696082,SEC00025,2/8/2025,,4673,384.05,1794665.65,Settled,USD
TRX0002706,9660643541,SEC00143,5/8/2025,5/10/2025,3580,413.37,1479864.6,Settled,MXN
TRX0002707,9491210062,SEC00056,12/5/2024,12/7/2024,1889,497.53,939834.17,Settled,GBP
TRX0002708,2167722205,SEC00019,10/29/2024,,4316,259.72,1120951.52,Settled,CAD
TRX0002709,3647832611,SEC00036,11/11/2024,11/12/2024,2764,482.37,1333270.68,Settled,EUR
TRX0002710,8695986758,SEC00049,9/25/2024,9/27/2024,3693,305.87,1129577.91,Settled,ARS
TRX0002711,6936617056,SEC00103,6/20/2025,6/22/2025,4432,185.51,822180.32,Settled,MXN
TRX0002712,7477473151,SEC00105,5/14/2025,5/16/2025,667,436.12,290892.04,Pending,JPY
TRX0002713,0134587319,SEC00067,2/6/2025,2/7/2025,1587,108.58,172316.46,Settled,SGD
TRX0002714,4094903423,SEC00030,5/9/2025,5/11/2025,4679,207.9,972764.1,Settled,INR
TRX0002715,8434939761,SEC00173,10/25/2024,10/27/2024,1152,111.7,128678.4,Settled,ARS
TRX0002716,1555315257,SEC00107,8/5/2025,8/7/2025,1440,193.9,279216,Settled,CAD
TRX0002717,6536197238,SEC00064,8/29/2025,8/31/2025,604,164.25,-99207,Settled,ARS
TRX0002718,7859126165,SEC00063,8/27/2025,8/29/2025,4313,260.5,1123536.5,Settled,CAD
TRX0002719,0552102019,SEC_BAD_3136,5/17/2025,5/19/2025,3765,343.55,1293465.75,Pending,SGD
TRX0002720,9573532540,SEC00098,5/2/2025,5/4/2025,3543,499.34,1769161.62,Settled,AED
TRX0002721,6905359709,SEC00050,4/15/2025,4/16/2025,2226,276.82,616201.32,Settled,INR
TRX0002722,0471705949,SEC00078,12/7/2024,12/9/2024,4800,22.5,108000,Settled,EUR
TRX0002723,0393719127,SEC00140,12/29/2024,12/31/2024,260,79.2,20592,Settled,CLP
TRX0002724,2637704414,SEC00054,6/3/2025,6/5/2025,4295,333.91,1434143.45,Settled,CAD
TRX0002725,9550762049,SEC00026,8/9/2025,8/11/2025,4337,400.09,1735190.33,Settled,ZAR
TRX0002726,5586537760,SEC00109,6/26/2025,6/28/2025,2143,193.4,414456.2,Settled,SGD
TRX0002727,4147727879,SEC00055,5/16/2025,5/18/2025,534,326.34,174265.56,Settled,JPY
TRX0002728,3187696082,SEC00071,2/13/2025,2/15/2025,829,222.04,184071.16,Settled,USD
TRX0002729,8660368846,SEC00079,5/2/2025,5/4/2025,4503,338.51,1524310.53,Settled,CLP
TRX0002730,1431374480,SEC00129,8/26/2025,8/28/2025,762,112.2,85496.4,Settled,USD
TRX0002731,8925395882,SEC00053,10/2/2025,10/13/2024,4701,142.06,667824.06,Settled,AUD
TRX0002732,8384081591,SEC00071,11/17/2024,,1761,465.02,818900.22,Settled,MXN
TRX0002733,0545022332,SEC00063,3/19/2025,3/21/2025,4531,86.1,390119.1,Settled,ZAR
TRX0002734,9491210062,SEC00006,10/19/2024,10/20/2024,1462,13.81,20190.22,Settled,GBP
TRX0002735,5110621371,SEC00132,2/12/2025,2/14/2025,3414,25.1,85691.4,Settled,BRL
TRX0002736,7575030988,SEC00082,5/7/2025,5/9/2025,697,115.92,80796.24,Settled,EUR
TRX0002737,7222657398,SEC00040,11/24/2024,11/26/2024,4217,438.28,1848226.76,Settled,USD
TRX0002738,4806607811,SEC00128,11/18/2024,11/20/2024,3818,360.05,1374670.9,Failed,AUD
TRX0002739,9420341057,SEC00044,12/12/2024,,2777,294.61,818131.97,Settled,CLP
TRX0002740,70623991775,SEC00117,9/15/2024,9/16/2024,703,394.17,277101.51,Settled,INR
TRX0002741,0545022332,SEC00158,10/8/2024,10/9/2024,4607,478.36,2203804.52,Settled,ZAR
TRX0002742,3518801882,SEC00061,4/11/2025,4/13/2025,3978,350.94,1396039.32,Settled,GBP
TRX0002743,4287142271,SEC00033,8/14/2025,8/16/2025,971,9.77,9486.67,Settled,ARS
TRX0002744,9940422034,SEC00041,4/25/2025,4/26/2025,2612,199.39,520806.68,Settled,MXN
TRX0002745,9137762363,SEC00071,8/21/2025,8/23/2025,2676,177.47,474909.72,Failed,JPY
TRX0002746,8206576626,SEC00081,2/7/2025,2/9/2025,3897,296.49,1155421.53,Settled,AED
TRX0002747,8635572089,SEC00180,5/6/2025,5/8/2025,276,88.06,24304.56,Settled,INR
TRX0002748,3255380450,SEC00010,11/11/2024,11/13/2024,4434,60.95,270252.3,Settled,SGD
TRX0002749,0552102019,SEC00080,5/13/2025,5/15/2025,1794,82.1,147287.4,Settled,SGD
TRX0002750,3812293144,SEC00143,3/16/2025,3/18/2025,3784,65.15,246527.6,Settled,CAD
TRX0002751,3528536860,SEC00038,4/24/2025,4/25/2025,3638,40.78,148357.64,Settled,INR
TRX0002752,1114217757,SEC00001,11/7/2024,11/9/2024,1817,188.97,343358.49,Settled,CLP
TRX0002753,0471705949,SEC00177,3/22/2025,3/23/2025,2621,324.9,851562.9,Settled,EUR
TRX0002754,2137236364,SEC00096,10/9/2024,10/11/2024,726,124.89,90670.14,Settled,BRL
TRX0002755,7070835266,SEC00076,12/28/2024,12/29/2024,1045,373.79,390610.55,Settled,MXN
TRX0003881,6439813326,SEC00017,10/4/2024,,2779,413.05,1147865.95,Settled,AUD
TRX0002757,0299802690,SEC00030,6/9/2025,6/11/2025,4565,378.81,1729267.65,Pending,JPY
TRX0002758,3187696082,SEC00168,6/9/2025,6/11/2025,573,40.2,23034.6,Settled,USD
TRX0002759,3665631557,SEC00167,3/13/2025,3/15/2025,4571,232.09,1060883.39,Settled,COP
TRX0002760,5468204577,SEC00074,12/7/2024,12/9/2024,2607,264.83,690411.81,Settled,USD
TRX0002761,9294184840,SEC00142,2/27/2025,2/28/2025,1643,100.79,165597.97,Settled,ARS
TRX0002762,9238857784,SEC00165,3/4/2025,3/6/2025,3873,177.5,687457.5,Settled,BRL
TRX0002763,8561035185,SEC00144,3/8/2025,3/10/2025,3583,439.33,1574119.39,Settled,JPY
